"FSC"	"SSC"	"X..405..520.35"	"FSC.Width"
"112"	33219	188.905723818857	64.692219402583	6720
"113"	28358	40.6166044250828	44.395491375962	6464
"114"	17999	20.067359656796	6.78966183696474	5696
"115"	27871	93.214274098076	37.9137189791402	6144
"116"	17414	135.810882199805	40.2812129023048	6272
"117"	17886	172.559342201968	34.8624896577882	6528
"118"	50703	198.40215576067	66.3682626710447	6976
"119"	27081	18.9011947887989	52.9438985912354	5568
"120"	24823	19.4892408132023	14.3039684312659	5568
"121"	31836	39.9991517294658	102.836194284467	6336
"122"	21140	122.999907590785	48.5191390535925	6464
"123"	20198	51.3897452552332	12.8170502187502	6912
"124"	42917	105.61915187808	46.3789381048329	6272
"125"	37227	186.452773390751	54.011086054149	6912
"126"	18311	28.5754877708348	50.5019451028801	5952
"127"	27057	18.8349026089655	116.865948518559	5504
"128"	34297	141.818666822216	50.0427099980426	6528
"129"	17302	31.6405584874837	5.56914562520517	7104
"130"	34748	50.2047292038879	51.2671136423971	6400
"131"	16702	30.7074428566392	14.3039684312659	6400
"132"	40443	204.920059193975	53.8594863175833	6720
"133"	18690	31.8591997817429	59.0444660046885	5632
"134"	20964	14.3724808374256	52.7878750069575	5312
"135"	24108	12.8603541879107	27.461275372457	5440
"136"	20388	14.8822452456152	56.1472659268165	5504
"137"	21356	24.191733644685	39.9710544703864	5312
"138"	21616	20.7324387312965	10.8706342240127	5504
"139"	21147	13.5068538059436	31.0502734831058	5312
"140"	21965	13.6749357008029	31.0502734831058	5440
"141"	19308	18.0496891347872	34.4824135640771	5440
"142"	27809	28.355461415129	21.9714090789503	6080
"143"	14631	287.648626528929	29.2952275008292	7040
"144"	37499	80.5728943753376	49.5876509082295	6656
"145"	25686	17.9157446247694	51.8759210122293	5504
"146"	37768	160.533770516474	44.395491375962	6720
"147"	23807	29.6472805632835	112.89464437174	6080
"148"	19569	10.273507681793	23.6471767158901	5312
"149"	24678	276.977089696059	38.4503150249391	6464
"150"	20698	155.165761967831	30.2874149099013	6528
"151"	22074	14.3543133291007	51.2671136423971	5376
"152"	31517	23.9953424925503	25.2512403013984	6144
"153"	25614	14.68899853446	26.5467420860016	5568
"154"	24754	11.2514500393834	34.555181910937	5568
"155"	26669	11.7524765832406	50.5019451028801	5440
"156"	18104	32.891966839709	10.1843794125966	5504
"157"	39709	200.73000928482	74.45385806519	6976
"158"	22236	30.4111068110462	18.3850718742699	6016
"159"	27391	191.98361283035	61.9429932084933	6656
"160"	28522	18.1310456583975	31.5074376812949	6016
"161"	32025	113.24423785611	64.8378511818559	6848
"162"	23241	17.8880696236109	78.1198193762955	5568
"163"	25652	20.8493152874498	42.5685988407711	5504
"164"	18381	13.7887966592529	6.2362264225093	7232
"165"	20810	13.0533702378057	34.7841852984333	5376
"166"	24189	20.9197572449063	26.6252055181934	5696
"167"	11704	59.069365340318	10.7189283319765	7232
"168"	28900	149.17843772769	42.5685988407711	6720
"169"	22759	25.0849975241739	59.0444660046885	5504
"170"	35180	191.767885197125	52.7878750069575	6720
"171"	29730	16.8012578445675	106.798327890041	5696
"172"	26113	167.705899310089	54.3155668638564	6592
"173"	15644	54.3995995967062	8.84910633995593	6272
"174"	34364	42.898913115447	37.8391955216287	6336
"175"	28895	61.2074377024804	54.7755094867831	6528
"176"	42164	155.843247039594	40.5823696467285	6976
"177"	19886	91.513847859892	7.7813015530479	6336
"178"	17221	501.060464551509	13.6941677806713	6592
"179"	49828	50.5445479107524	72.3190861644697	6848
"180"	25268	19.2388756458243	30.819853245031	5568
"181"	22769	17.9434624424925	18.2717348837622	5568
"182"	37304	45.3540642475637	82.9979532716766	6656
"183"	22191	263.27532420914	65.1484081588263	7808
"184"	15935	56.3290493561352	12.3971756310272	6848
"185"	28244	198.485822905116	51.2671136423971	6912
"186"	36887	133.033924312609	43.1771434224891	6656
"187"	21610	15.7693917198208	56.9099217262437	5312
"188"	17837	42.3359182970523	9.38320218091568	7104
"189"	46028	146.601257415068	37.3058847097962	6400
"190"	15066	188.613915343405	38.0685562273489	6848
"191"	33674	21.3354379746586	65.4512535488803	5824
"192"	27686	28.2163275547648	28.9107641172867	6720
"193"	28472	18.9065082319632	49.4345700981949	6144
"194"	25037	20.0363609897922	81.4724435818243	5632
"195"	18758	119.994847369668	8.37243071929374	7296
"196"	25796	11.0555181412928	12.85493320068	5760
"197"	31288	14.0331692040134	43.1771434224891	5632
"198"	15250	103.140144227966	34.8624896577882	6272
"199"	22409	33.0448666696316	12.7022845086259	5440
"200"	37899	132.94047511491	54.011086054149	6976
"201"	24987	229.433451378223	46.2292653780032	6592
"202"	17048	37.6006465270586	9.40300358227897	6912
"203"	26330	10.6498563535043	66.5176674722602	5504
"204"	32496	141.898413245798	35.9319640942234	6528
"205"	43831	138.159533888769	92.4575503777178	6464
"206"	27553	42.0571977055073	28.7608203622448	6272
"207"	28234	88.3916279978217	71.7118324759179	5568
"208"	40322	122.982622565573	50.958232441465	6464
"209"	51631	227.890935281404	86.3533711926608	7744
"210"	16346	336.163295793639	27.920478154562	7040
"211"	18700	15.5821346580423	32.419269346637	5440
"212"	23253	24.4343329986679	33.4890126685471	5504
"213"	23428	14.0036173258953	43.9423522129574	5504
"214"	30075	24.5513672996516	30.819853245031	6336
"215"	28301	15.6809920687322	40.4286698823075	5504
"216"	13138	32.3373621095321	13.1602062382103	7168
"217"	33450	32.437499110345	28.3793817269573	6336
"218"	33042	51.3608643939242	27.0058293817091	5568
"219"	14918	308.848924792174	4.70155164375034	6976
"220"	23616	18.5981700728511	57.6748306691667	5440
"221"	20085	19.3011637863669	48.8200964195647	5632
"222"	17024	143.401989230998	52.9438985912354	6208
"223"	19274	132.08381656185	28.6841246800227	6592
"224"	22758	21.9436361591694	20.4459789887001	5568
"225"	18782	175.913955077225	38.6019182553509	6528
"226"	36521	48.9437527400579	33.3387428109124	6656
"227"	21312	19.4099717072459	27.6160849119767	5440
"228"	28717	20.2543613919732	20.2913999819637	6080
"229"	25465	21.3624411296081	18.8799559447288	6080
"230"	28663	28.6277429742866	70.3344294370702	5952
"231"	22086	27.8499371068957	58.5898337414077	5568
"232"	31420	216.769679332349	57.6748306691667	6720
"233"	13483	252.299566262333	16.1733978360663	6592
"234"	19050	42.8326458463475	46.3789381048329	6080
"235"	25159	9.12569843853497	23.9549093227993	5504
"236"	19668	15.9948249769496	71.5507611022061	5504
"237"	21518	185.851058557279	48.6693851079983	6400
"238"	21272	76.0507524995756	43.0257081831594	6336
"239"	27134	87.6863775068734	52.7878750069575	6720
"240"	17117	47.2141598027575	19.6819164012189	6592
"241"	33895	224.836945077985	67.2792062958831	6656
"242"	21616	126.933618349364	30.9718250120696	6208
"243"	61093	310.459100264943	66.3682626710447	6720
"244"	54334	179.081926536944	56.9099217262437	6848
"245"	25312	221.792709079627	41.0412155223901	6912
"246"	28223	21.5403101942287	136.691713454258	5824
"247"	13391	460.088943619017	16.6297695316521	6720
"248"	26571	28.4232880532796	29.9782750982565	6016
"249"	44309	207.149638474464	79.0363996228346	6976
"250"	28008	13.6346362037961	13.3877928653482	5568
"251"	15126	35.5452235561189	8.90649915938211	7552
"252"	19336	104.5704988203	21.3594390921209	5760
"253"	26278	25.0497681708018	36.5430822811122	5760
"254"	27017	15.3387869614588	67.8966183696474	5504
"255"	21761	18.4991118781203	26.0149004277076	5632
"256"	23145	16.6812658546815	146.457106342149	5504
"257"	51880	131.029959102874	63.9240176139222	6976
"258"	24304	21.5645417809324	21.6647855512953	5824
"259"	24206	14.490113168432	33.4137932648791	5568
"260"	23516	19.0558926191152	4.25327187723411	6144
"261"	41833	59.2772685650433	69.7242399910886	6848
"262"	32159	41.6513331170765	18.2332571832199	6464
"263"	35174	120.824030860336	48.5191390535925	6464
"264"	43830	102.130456577021	32.8042547437179	6464
"265"	29576	252.370491905959	77.3550675184356	6784
"266"	20473	187.793968926738	49.1298247352021	6656
"267"	19128	22.7954999249094	20.1408200130866	5568
"268"	19855	9.54278837801238	20.2913999819637	5184
"269"	22934	18.4757281093159	30.436761239564	5504
"270"	16626	25.2476917757629	8.90649915938211	6592
"271"	20992	12.5867773742747	91.2313377247436	5376
"272"	29929	174.436829137809	41.8038056806367	6656
"273"	25010	10.0691015913469	13.427362774691	5632
"274"	22977	12.7058553340445	75.6775885921381	5312
"275"	26679	18.8243174580308	51.8759210122293	5760
"276"	22920	20.3857254937598	14.0371141634624	5760
"277"	22670	212.785433537694	39.0603238618659	6848
"278"	22026	67.109225478506	41.956836398784	5440
"279"	38731	188.454937120639	54.9219683770582	6848
"280"	25677	35.0688783062095	45.7702722916595	6400
"281"	24374	11.732673161771	46.0736000943732	5440
"282"	20680	15.1587734529908	70.7905988007378	5376
"283"	27805	52.7137397513894	33.4137932648791	6208
"284"	26810	89.2027858777993	14.951426051312	7104
"285"	26559	27.8812666541313	14.9136512950228	5568
"286"	22982	14.1182306739456	19.1471655453056	5568
"287"	51088	111.585412151333	35.3211364098624	6848
"288"	25384	53.8821991223117	39.9710544703864	6592
"289"	13112	40.5196808134978	7.28495306064574	6592
"290"	19352	14.6766175238809	23.3433973427869	5376
"291"	26075	134.330251582295	63.6192972036002	6208
"292"	30056	269.679024133897	75.9759728028501	6720
"293"	19102	21.2905085468539	6.2362264225093	5696
"294"	22166	13.7655619520943	18.2717348837622	5696
"295"	28518	17.3093695465906	82.3820357286964	5632
"296"	22154	11.4122965117691	42.8748040727996	5312
"297"	19543	24.2427855370279	34.2505830369231	5568
"298"	21825	41.7803120846273	19.9100461011411	7232
"299"	47218	228.019081226241	48.8200964195647	7040
"300"	25375	21.6191625638746	35.5502193845742	5696
"301"	25086	148.759719766008	30.5138544486857	6272
"302"	13753	488.063761278844	12.2447989898088	6720
"303"	24355	171.929960143483	31.6583503722622	5568
"304"	24285	22.4552740345508	166.601799308447	5696
"305"	45032	41.5636212750943	26.9300287096786	6592
"306"	22349	28.579504013262	82.9979532716766	6016
"307"	14790	389.287981639575	17.3556513809159	6656
"308"	28569	18.7899567842085	36.8473491869522	5632
"309"	12099	94.3875146712538	15.1438680320148	7296
"310"	40588	191.687049845179	65.6078138116801	6784
"311"	39330	39.1867862907073	70.9399884262168	6656
"312"	28090	106.873400722813	37.9883892089507	6336
"313"	24230	16.1733978360663	86.9623074351577	5504
"314"	19255	31.9533650903771	32.419269346637	6400
"315"	22220	129.637883969939	12.2052829394381	5952
"316"	33005	35.1972545519709	44.2460008595018	6400
"317"	27143	131.787144157253	66.6767786112472	6144
"318"	29339	16.2120848172666	29.4479573729593	5632
"319"	40187	209.432907459065	30.6686271692124	6720
"320"	14166	114.830853749862	9.07836861059604	6656
"321"	24150	20.7586787014441	60.5741875183567	5568
"322"	27932	24.9408712868546	83.9127830241501	6272
"323"	32142	170.031656221089	55.3792625169498	6720
"324"	12249	85.8572265764279	13.9231593281579	7232
"325"	22696	106.453671509164	14.0371141634624	5120
"326"	27800	13.944700134888	12.2827166604661	5696
"327"	18802	15.2957336508799	23.7237372537215	5376
"328"	22238	15.3430989519779	74.6109782783292	5440
"329"	20827	16.6812658546815	82.0815606888203	5312
"330"	26863	20.3857254937598	113.818636570846	5632
"331"	26854	11.2403866377206	35.7757598971512	5568
"332"	23338	26.4610712311089	115.348438235363	5760
"333"	35753	171.471479285791	55.3792625169498	6592
"334"	19505	33.2358236029735	9.99297553626402	7296
"335"	22800	22.4868545577171	65.755506729744	5376
"336"	35469	35.2120974036999	43.9423522129574	6464
"337"	21008	15.325858259533	41.8038056806367	5120
"338"	23191	15.5887057192599	50.0427099980426	5632
"339"	23784	20.5930513826895	42.2645804792403	5632
"340"	24636	20.87570318218	40.7366537394901	5760
"341"	33104	23.0629596439407	70.1863150335443	6208
"342"	27623	188.799559447288	32.2692641788488	6848
"343"	44108	53.9807320082643	70.1863150335443	6912
"344"	14050	24.7940883566908	12.931035404363	6784
"345"	21307	20.1210158117752	44.090816815389	5504
"346"	29218	223.765166289401	57.5210307973446	6848
"347"	20669	163.700608204228	9.51734088883321	7040
"348"	13763	80.5162962378733	8.73542782311765	7232
"349"	24716	13.8801774875352	38.9069203123527	5312
"350"	24905	17.8303417784361	23.7237372537215	5760
"351"	14848	211.830635702329	4.59636544260171	6976
"352"	51387	151.162254090609	77.6600657510096	6592
"353"	25223	140.568556018588	69.4211332948969	6528
"354"	23808	25.8182183578158	25.9382355405843	5696
"355"	18780	158.315678222742	46.6862996450459	6656
"356"	30505	20.1210158117752	60.4211469212213	5760
"357"	22295	21.6830616928291	33.184483205129	5888
"358"	21493	26.4201960013982	35.093529628834	6144
"359"	29270	40.3095281841993	57.5210307973446	6016
"360"	13072	64.9381631576211	11.253031414	6720
"361"	38156	130.864330920813	52.4845814629377	6720
"362"	27769	171.592013473394	35.3211364098624	6656
"363"	20308	12.2121461238485	34.1736530761382	5440
"364"	34183	39.30260953331	38.2939250390499	6528
"365"	21074	82.9513087054219	41.4994166723256	5376
"366"	15582	85.1841681461012	17.6980250180129	6208
"367"	20049	13.6442205370329	27.0818434119185	5440
"368"	21435	181.004940775189	36.0077914321708	6400
"369"	27481	42.6464428590752	59.3522927229699	5760
"370"	21090	32.151567300456	115.949804182141	6336
"371"	17371	222.980354492587	11.099108220152	6656
"372"	14392	413.945684561382	10.7189283319765	6656
"373"	29077	24.5444674378077	22.9626998561973	6080
"374"	29708	23.3433973427869	57.2146603615693	5888
"375"	18188	22.0363493326674	73.8390554940091	5568
"376"	22110	66.798708590528	16.1733978360663	5888
"377"	23343	116.194493422161	31.6583503722622	6272
"378"	30842	92.5225425021745	33.5644014022472	6336
"379"	27420	44.1466202706417	73.693916956747	5696
"380"	37454	113.148786957696	40.4286698823075	6784
"381"	21917	17.1326950018253	28.148994787514	5440
"382"	24689	21.014050210924	37.6112167000287	5824
"383"	20411	121.130065796337	23.8776027533561	6976
"384"	23640	22.8275589330675	30.8935747409821	5888
"385"	18697	132.716464776288	32.8042547437179	6080
"386"	28101	19.050537193294	53.0929211985411	5824
"387"	26984	14.3623849403817	43.6346546410757	5568
"388"	29145	23.6405309657636	29.9782750982565	6528
"389"	58331	170.438374188109	51.8759210122293	6784
"390"	47881	217.716139555893	57.9755168308624	6656
"391"	17624	38.7214542987246	6.8654644373939	6784
"392"	12482	38.7105721070407	12.2052829394381	7040
"393"	26505	16.5226085312692	49.4345700981949	5504
"394"	33886	140.627834455537	21.8175586616661	6208
"395"	25937	181.386916076576	68.8091961594219	6784
"396"	18988	21.8052972682173	32.3464526848936	5440
"397"	35809	209.63904275061	43.7882331560535	7040
"398"	17789	54.6294411543699	28.7608203622448	6272
"399"	23669	13.9682372069797	12.3971756310272	5376
"400"	17425	20.7995624593802	82.0815606888203	5760
"401"	40901	35.7506293443488	48.8200964195647	6336
"402"	33753	206.220129235398	57.5210307973446	6592
"403"	19568	16.6508169666273	37.1489282689003	5312
"404"	19284	42.1933628686767	10.9088950026237	5760
"405"	18903	14.3381837126433	36.1599265017698	5440
"406"	56398	28.4352742907176	38.9835466301914	7744
"407"	25872	146.518868009125	42.5685988407711	6464
"408"	34810	38.7105721070407	39.0603238618659	6720
"409"	38743	32.6387043353634	41.0412155223901	6336
"410"	25774	130.625459758564	46.9890938778496	6592
"411"	17158	185.173197131095	17.8880696236109	7040
"412"	26242	15.1481252275505	55.231584173071	5568
"413"	44963	48.6693851079983	95.8176052668242	6784
"414"	22480	24.6343170918618	40.1286537248203	5952
"415"	22264	18.8985386272224	16.0963006101899	5568
"416"	17282	152.528011834652	49.5876509082295	6592
"417"	23648	38.7704620309089	37.3058847097962	5504
"418"	22092	19.2037582646896	35.6252411254484	5440
"419"	23172	114.669585377367	26.3201333895615	5376
"420"	15906	173.337130012783	46.6862996450459	6592
"421"	57223	205.323644711956	48.978157269017	6912
"422"	30962	23.0240975788322	39.5186188446379	6016
"423"	25063	13.0423678597587	22.8853788095226	5440
"424"	46184	224.331940612829	81.1638786681847	6720
"425"	17868	129.929718071135	33.4890126685471	6272
"426"	24252	22.6708994104149	64.2301975582622	5568
"427"	39344	137.86858936676	52.1756972797451	6528
"428"	41068	29.1473857981754	49.7412057536275	6400
"429"	25439	19.670855231426	57.2146603615693	5568
"430"	23954	14.7967390777136	52.6397086113235	5376
"431"	22553	81.1410685516364	37.1489282689003	5184
"432"	29637	13.0698912100755	50.0427099980426	5632
"433"	43956	174.093954949396	73.3838657406671	6784
"434"	14755	92.54855214212	8.6389786825108	6784
"435"	22248	13.8782269233232	64.692219402583	5440
"436"	24504	12.0925956498301	52.9438985912354	5376
"437"	51413	143.684416272699	40.2812129023048	6656
"438"	40110	48.916246518188	65.755506729744	6912
"439"	31226	56.2815709283613	46.0736000943732	6400
"440"	38872	54.9605752338221	159.275302104359	6656
"441"	16435	52.3593372368405	14.7614295433152	6080
"442"	17369	289.392196683384	13.8081888702615	6784
"443"	25061	17.2656374494717	29.3694293215227	5504
"444"	25727	190.344799446004	63.6192972036002	7104
"445"	21019	75.9226037562741	22.5818628613962	5120
"446"	49519	79.7280841346257	59.3522927229699	7040
"447"	35075	46.4702803962225	56.6068062000175	6464
"448"	19800	177.827941003892	74.7579229475529	6912
"449"	7467	9.25225425021745	29.6764610339964	6144
"450"	22328	8.37596141364362	10.2230978943337	5376
"451"	20327	20.3828607129154	21.9714090789503	5376
"452"	15430	310.895722004363	11.8237137299593	6720
"453"	33829	110.446473968679	64.0769247081979	6976
"454"	22708	8.05049813821332	23.1148777861726	5376
"455"	12445	39.6521373237347	13.9231593281579	7168
"456"	49274	13.2884437107906	72.0148192515813	6848
"457"	25019	23.3040627282625	195.276244413332	5632
"458"	24779	38.5639615008773	63.1649380039956	5824
"459"	23983	10.3024247986215	26.6252055181934	5440
"460"	25089	32.2556618109433	57.6748306691667	6784
"461"	20184	14.2457895211666	34.555181910937	5440
"462"	22722	17.8679692053201	23.5708632519446	5568
"463"	26530	143.704610904315	63.1649380039956	6400
"464"	18755	145.615634795444	58.1305319085446	6656
"465"	20492	10.1757952392813	27.1580714008516	5376
"466"	23439	38.100670384212	35.8562964379714	6272
"467"	23463	20.6162173587397	85.1362949345541	5760
"468"	19070	33.4937194996117	45.9249127452709	6080
"469"	25838	19.0130913310224	64.692219402583	5760
"470"	29881	63.9060525497098	180.649156262975	6976
"471"	25122	299.31966735671	12.1300420023283	6912
"472"	31539	51.4547865848553	31.1245461473091	6080
"473"	25944	24.4480727320396	54.3155668638564	5632
"474"	52878	216.374002184282	53.7083120951446	6592
"475"	44987	177.728002308429	35.3956747162075	6848
"476"	40813	189.35758880481	55.231584173071	6976
"477"	26196	17.4780378609342	38.2939250390499	5632
"478"	22863	12.0383344912609	45.9249127452709	5376
"479"	16971	33.2872434306055	37.4582396010068	6336
"480"	37406	40.3492030206187	19.1848754637727	6528
"481"	24308	103.605034427259	33.2591863978475	6272
"482"	39837	142.038077404307	41.8038056806367	6720
"483"	20890	27.8108246742641	12.5496846370057	5696
"484"	40953	122.913506751745	50.958232441465	6528
"485"	21091	78.1747329339519	12.7022845086259	5056
"486"	27986	10.6438711706088	31.5074376812949	5568
"487"	24321	198.262788885842	119.607603574419	6016
"488"	22176	24.8289581285106	77.5074166106411	5568
"489"	29335	36.9458717186833	19.4536664319202	5632
"490"	20432	22.1979810628946	34.4049628905982	5568
"491"	47761	30.6815602769675	99.1742502173055	7168
"492"	24989	15.8004491875501	44.395491375962	5440
"493"	29724	163.287018854418	25.3258746567076	6400
"494"	24468	12.4775802317917	25.4793863898236	5504
"495"	37998	167.070737848588	36.8473491869522	6400
"496"	47665	147.946597102326	57.3676410593763	6720
"497"	20688	30.1939153808181	23.3433973427869	5248
"498"	35366	91.9909528177346	44.395491375962	6208
"499"	23168	13.5372597368315	36.9199192250751	5440
"500"	18918	38.2724039839728	147.075896364542	5504
"501"	38275	116.948098286099	44.090816815389	6592
"502"	22198	31.5162949509671	20.2913999819637	5632
"503"	20111	11.7392705917475	22.1232350120994	5504
"504"	26637	43.0862184388764	23.2680642265809	5632
"505"	28588	15.3129404549053	53.5500358143723	5696
"506"	24807	16.4554056874594	56.1472659268165	5440
"507"	24864	10.1415308390333	13.5791796864143	5504
"508"	27649	18.4705357316424	26.0149004277076	5952
"509"	26836	442.397830236078	10.6423754005294	6720
"510"	18900	16.7117704237744	17.8128094397428	5440
"511"	28378	22.098375634478	68.8091961594219	5760
"512"	30875	14.6972583434497	42.8748040727996	5696
"513"	24681	23.0856594668471	58.4335938562627	5568
"514"	14961	200.5608186921	30.2874149099013	6464
"515"	25251	16.5714439239485	11.1381731462308	5504
"516"	27789	12.9419438637461	100.691015913469	5568
"517"	38271	35.4753556289214	53.8594863175833	6848
"518"	17424	32.7581844707845	24.3349505881364	6336
"519"	29240	153.97101220853	37.0759080890818	6848
"520"	22360	116.701822060362	43.6346546410757	5248
"521"	24390	6.27314536763414	51.4186423566145	5440
"522"	26748	18.2717348837622	19.9857391527371	5696
"523"	26700	29.8060344597206	35.7757598971512	6656
"524"	23629	183.205898928629	35.093529628834	6464
"525"	15512	188.879177130629	34.7841852984333	6592
"526"	27531	21.903581685682	81.1638786681847	5760
"527"	16277	221.045878588516	3.07074428566392	6976
"528"	30065	15.0971177717597	69.2652070423053	5696
"529"	31201	34.0107501489402	31.5828038882974	6272
"530"	18828	30.1260970688295	8.71580724850881	7040
"531"	20980	149.010809299279	61.786494325762	6400
"532"	42107	252.193215169117	52.1756972797451	6784
"533"	26303	15.7295503744535	70.0286701123659	5504
"534"	58902	247.697086583057	36.312704351125	6720
"535"	23862	168.864773762149	29.4479573729593	6400
"536"	20725	76.0721316428265	3.46135071384365	5760
"537"	19814	174.069489740767	20.7499283567394	6912
"538"	35280	117.888697112014	36.2362349095098	6976
"539"	22272	15.5558781002996	17.8880696236109	5440
"540"	21798	16.9387686296888	17.4706703951025	5312
"541"	44032	102.073059609257	39.3634154104813	6592
"542"	22189	15.455637176582	51.723044715821	5248
"543"	33359	40.016019564357	23.1897149431186	6272
"544"	26878	31.0677334431874	45.4689414623907	5568
"545"	26588	38.3370034606902	33.184483205129	6400
